chroma_stft,rms,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,origin_sample,LABEL
0.32349125,0.09488834,1881.3519758879168,2007.459766457373,3374.8809814453125,0.09055356626157407,-236.94827,97.11312,-20.069542,0.45186982,-23.323486,-12.977453,-14.119398,-7.42229,-9.741539,-8.065199,-11.755651,-5.134248,-9.144759,-5.0514317,-9.617177,-6.8208838,-8.88339,-3.825339,-6.3838406,-5.669897,Obama-to-Biden,FAKE
0.512039,0.0125682065,1831.1768946419731,1548.2637506685483,3121.367390950521,0.11383960865162036,-321.11557,111.516365,-91.517715,-21.68623,-43.942997,-9.249995,-4.1625314,9.047706,1.2348756,9.912522,-5.209965,1.6946253,1.4385673,3.5963473,-6.2692966,-1.2253458,-6.2806544,-3.6061504,-4.420281,2.1657293,Obama-to-Biden,FAKE
0.42376757,0.008689847,2290.6086371796328,2087.1471457044536,4202.0151774088545,0.13507532190393517,-414.06094,90.367836,-49.45383,4.0084395,-6.211597,-3.3302946,-7.2999225,4.2532005,2.8862402,1.7302878,-2.8246171,0.30819786,-4.486669,-1.1384568,-2.064986,-0.9903752,-2.1547976,-0.21745682,-0.39400172,-0.19354622,Obama-to-Biden,FAKE
0.4298447,0.021392522,2270.053184277287,2493.4332351803523,4837.095133463542,0.10509349681712964,-428.76562,83.90839,5.4667153,7.7506895,3.4691164,0.7128702,-9.050358,-6.34811,-4.1869597,-2.2387364,-4.902673,0.09243093,-6.0675774,-1.8991079,-5.569513,-2.2362394,-4.0962086,-3.1777217,-3.6023808,-2.7403092,Obama-to-Biden,FAKE
0.38030523,0.04169683,1964.9463072401206,2300.9522557520013,3979.505411783854,0.08131013093171297,-392.71448,83.01406,7.4787655,1.6987653,-8.573627,-9.25808,-9.4737215,-3.9914646,-2.437136,-5.864258,-6.0155983,-0.18393667,-5.8978496,0.44667536,-5.2177925,-4.026464,-6.84934,-4.9756584,-3.8447738,-5.4636145,Obama-to-Biden,FAKE
0.36937615,0.040845778,2092.9351443635787,2352.039107216659,4234.564208984375,0.08019341362847222,-381.44858,79.938416,8.420158,11.534734,-3.9565885,-6.1263113,-13.558935,-9.789148,-8.230312,-7.3165655,-3.8438535,0.79615736,-8.826987,0.5145248,-7.197134,-4.24736,-6.273087,-4.9101586,-4.123068,-6.3736134,Obama-to-Biden,FAKE
0.3413348,0.054495502,2184.7633876128134,2299.430508921633,4077.0528157552085,0.11047589337384259,-345.19458,81.935616,-4.1723323,3.1602392,-9.471868,-16.964876,-16.786007,-9.587725,-8.439286,-9.252816,-9.272685,3.8210452,-9.221849,-1.1189475,-7.924482,-3.0284193,-8.00112,-4.5119023,-3.0200963,-7.261616,Obama-to-Biden,FAKE
0.35727754,0.031498436,2233.2642710963346,2283.052985105454,4408.8734944661455,0.1094676830150463,-363.18692,82.77474,-6.8982453,1.622605,-7.559376,-0.718856,-11.662926,-13.727819,-6.513599,0.117809296,-4.6801414,-3.3589778,-6.7752676,0.70499337,-7.4174805,-5.067207,-4.621023,-4.5884485,-4.098632,-5.9601474,Obama-to-Biden,FAKE
0.4881029,0.015272824,1745.0863187479742,1442.377087230756,2942.9707845052085,0.1075168185763889,-311.51837,116.15994,-100.457855,-23.564535,-51.575855,-10.143114,-4.0244584,12.229908,2.4784946,10.937945,-5.7360206,3.26159,-0.35059258,3.6252499,-6.855474,-4.431763,-7.5845885,-0.91154605,-2.150359,1.8200791,Obama-to-Biden,FAKE
0.43700472,0.008318188,2414.135845343455,2193.8199182598987,4511.7543538411455,0.14723262080439814,-421.52383,83.31061,-32.023983,14.496826,-15.859771,-9.240779,2.07242,7.6236353,-11.904822,-9.443141,-3.676858,5.167709,2.980675,5.51693,-0.3680259,-4.6503143,-6.204519,0.29731962,-0.47956318,-4.6140633,Obama-to-Biden,FAKE
0.35252616,0.04344627,2059.083520825865,2006.9247934989023,3745.1324462890625,0.10518844039351852,-331.5072,87.81296,-26.236984,-10.148737,-16.02792,-5.8085265,-7.8017726,-10.592291,-4.6596317,-1.1541008,-5.896094,-3.106789,-7.5855284,1.7436507,-6.2693686,-5.840497,-4.62252,-0.71313703,-3.8796499,-7.7331786,Obama-to-Biden,FAKE
0.38370472,0.02370617,1980.4258140047652,1834.768349759112,3382.856241861979,0.10941795066550926,-359.3695,81.3606,-61.09316,-22.096315,-13.519692,-11.150591,3.919116,1.6027642,-4.344276,-0.8537174,-2.6963885,0.49971157,2.8856542,5.1705127,-0.27489626,-1.6989594,-2.970279,1.2189605,2.2651699,-1.1611029,Obama-to-Biden,FAKE
0.34572405,0.0412226,1964.7487095342678,2173.0551088317816,3685.6170654296875,0.09735785590277778,-378.32776,90.20759,-13.921346,-10.01702,-6.47439,-6.4925284,-1.6111453,-2.7190154,-11.257139,-8.323809,-7.908293,0.49185994,-2.9113696,-0.16583528,-6.0012903,-0.15050392,-1.3879215,-0.015976658,-2.9853215,-5.0580387,Obama-to-Biden,FAKE
0.3436418,0.027006995,2403.299557161003,2242.253115360898,4327.8249104817705,0.1460887767650463,-395.10034,75.72003,-13.236208,14.475758,-8.914696,-10.014835,-0.5585254,-9.133233,-15.173246,-1.3026072,-2.2627447,-2.7909026,-3.6162703,2.2377448,-5.6006327,-3.0806034,-1.0092819,-0.8179207,-5.4187164,-5.4302664,Obama-to-Biden,FAKE
0.51392454,0.017295744,2315.1642450309428,2330.598405980837,4674.798583984375,0.12287055121527778,-425.0109,83.79079,-6.4187837,3.1604214,-13.394617,-6.249259,4.0910263,-4.6725636,-8.552547,-0.65932286,-1.2866583,-0.4198614,-1.4543371,-0.20424005,-4.2028317,-3.1673064,-3.47158,-1.6862311,-1.5766214,-2.6381557,Obama-to-Biden,FAKE
0.4766598,0.009946149,1874.3213769619572,1624.2756463953453,3174.2533365885415,0.11249683521412036,-333.74597,111.95252,-84.8986,-18.818647,-38.27944,-11.492255,-7.022305,8.3744,2.2755432,10.15139,-2.534396,0.5910212,-6.0015893,2.7983954,-2.1086535,1.310189,-4.4508038,0.4203516,-3.6232746,1.2256911,Obama-to-Biden,FAKE
0.3430973,0.06214126,1911.6446583948014,2068.0586531261083,3637.017822265625,0.09346290870949074,-306.1627,97.5329,-21.467634,-11.105377,-22.176645,-13.660938,-7.5487285,-4.2075987,-8.558539,-5.6470556,-3.984431,0.2745777,-7.885256,0.48621765,-4.896241,-5.453274,-6.4698157,-4.1243577,-3.7058468,-7.4227877,Obama-to-Biden,FAKE
0.43960565,0.01639728,1858.177270889383,1624.1215780486086,3160.4461669921875,0.11029052734375,-330.9778,105.966736,-81.990486,-20.08396,-35.291073,-12.51505,1.1093928,10.090585,3.9481192,0.6952567,-5.343518,2.981386,3.570163,-2.064496,-5.566277,-0.22313182,-0.98773754,0.12190066,1.9108168,-1.4257783,Obama-to-Biden,FAKE
0.26492706,0.10827139,1841.1858676217525,1978.7278360676294,3218.1671142578125,0.09065077039930555,-270.1361,92.72853,-9.1744585,-5.7088947,-20.81598,-8.68102,-14.923442,-15.736243,-15.108324,-16.548897,-10.208538,0.9468596,-12.902834,-1.7819031,-9.480031,-5.379604,-8.623504,-5.0368857,-6.5795355,-12.057081,Obama-to-Biden,FAKE
0.48589268,0.019650629,2562.6730666655562,2533.9218508845756,5368.3970133463545,0.13857014973958334,-411.727,75.14554,-8.644144,-2.745518,0.35389724,-2.6883337,-3.9206603,-1.4194545,-4.412283,-3.4783082,-2.8821976,-1.5276461,-2.9524672,0.22590503,-3.4360688,-2.1732988,-1.3579389,-1.316108,-2.4381502,-3.9320278,Obama-to-Biden,FAKE
0.27752492,0.09588397,1638.6037302590266,1891.9506911018182,2826.581827799479,0.07521339699074074,-286.5904,104.76845,-10.0967,-1.7368498,-15.853041,-12.542201,-18.033133,-12.619898,-8.390801,-15.590397,-9.380923,1.344843,-12.257674,-2.751539,-8.845439,-5.2799478,-8.973781,-5.537203,-3.417975,-8.7129345,Obama-to-Biden,FAKE
0.49187922,0.015206023,2415.106594510211,2378.358326319046,4885.7940673828125,0.1373291015625,-413.92566,86.9571,-18.950583,0.53862953,-7.309237,-3.9951618,-0.5017788,-4.1589913,-3.6448507,3.9244418,0.7962081,-3.3368597,-2.9952626,1.2590059,-1.7480918,-2.310488,0.45406708,1.4919289,-3.5122209,-4.6672935,Obama-to-Biden,FAKE
0.56943285,0.026184423,2669.912507898959,2399.0210122506146,5188.604736328125,0.16599980107060186,-398.78406,69.605286,-21.661034,11.935107,4.708292,0.7914214,-3.834457,-10.811381,-9.142261,-3.9928606,-0.97129005,-1.903797,-3.7935934,4.3809237,-1.1802459,-5.2927203,-2.3285155,2.3925107,-1.6101363,-5.935657,Obama-to-Biden,FAKE
0.37187767,0.0496838,2318.74760086503,2436.554843626148,4785.2060953776045,0.1124584056712963,-349.40915,78.01474,8.332203,11.346312,-4.424779,-0.77660954,-12.64947,-10.027788,-11.077655,-11.785176,-6.687188,2.119171,-7.059678,-1.2186853,-7.1040325,-2.3634691,-6.529423,-4.1755915,-3.7073567,-5.858854,Obama-to-Biden,FAKE
0.4460549,0.04247973,2403.1044500561807,2457.2254625737205,4872.2361246744795,0.11640082465277778,-392.8209,61.24011,14.205738,11.220797,-2.181624,-0.43586504,-8.347227,-4.429456,-7.628597,-6.5304575,-5.6303043,-1.0246565,-5.840306,0.008114161,-4.574014,-2.5749826,-4.679443,-2.910033,-3.7093053,-4.016278,Obama-to-Biden,FAKE
0.32340458,0.0678215,2142.8939379057865,2237.2675544790377,4058.6100260416665,0.09698034215856481,-320.28992,85.072685,2.3269298,13.515858,-1.611589,-4.1401057,-18.93672,-13.317132,-13.0334,-9.587059,-11.776383,-1.2126695,-8.676353,-5.356301,-5.776605,-4.8683925,-8.087052,-3.0869765,-3.756322,-4.776346,Obama-to-Biden,FAKE
0.31498533,0.061396614,2137.426274530561,2217.8530647453663,4038.8214111328125,0.10029884620949074,-323.42422,92.86427,3.2641618,7.6426177,-3.6399288,-3.2141566,-14.700024,-13.977556,-13.12183,-11.120812,-10.383746,-0.7718446,-10.552485,-4.833054,-6.5907083,-4.091012,-7.1550374,-3.3216898,-4.3127494,-3.658196,Obama-to-Biden,FAKE
0.48649502,0.007167081,2430.7741497725306,2251.898886522631,4661.0911051432295,0.13863344545717593,-391.63177,84.18555,-38.287655,-4.876483,-22.657114,-0.55668104,1.6403627,1.8588766,-5.134176,8.465714,-0.31214622,-3.7482066,-3.2851727,2.9305527,-5.611444,-2.13663,1.9262962,7.171159,-2.3945658,-1.6483284,Obama-to-Biden,FAKE
0.55964464,0.014115281,3022.4191322936654,2568.2878192089956,5903.7363688151045,0.1954888237847222,-437.38504,57.97348,-10.38527,22.093971,3.37692,1.1588739,-4.380952,-9.242144,-6.3202825,2.4494221,0.26673606,-5.2814474,0.45397344,5.861792,-3.631438,-7.39544,0.21522099,3.4421332,-0.9375727,-3.0623264,Obama-to-Biden,FAKE
0.28828016,0.092128426,1853.3275304941592,2071.7835374360593,3304.499308268229,0.08629014756944445,-278.1507,102.796074,3.1854265,-0.70242196,-16.190647,-10.11861,-16.479464,-15.231782,-11.644313,-11.30086,-13.434661,1.2337149,-11.829276,-4.0662117,-7.5189075,-5.0790415,-10.137456,-3.6322818,-4.6638675,-5.613151,Obama-to-Biden,FAKE
0.3840624,0.012661852,2363.706778878064,2282.3605846491946,4345.3704833984375,0.13395634403935186,-414.88138,92.18451,-13.3571825,-1.8362557,-13.443806,-7.720685,-8.607324,3.8277395,0.9962955,3.4306219,-4.729139,0.2628099,-1.9284335,-0.82966304,-4.2283354,-0.8204899,-2.473733,-0.5939464,-4.3019342,-1.0788904,Obama-to-Biden,FAKE
0.3460078,0.052523922,2086.8363946702966,2132.432987920074,3914.1082763671875,0.1042141384548611,-334.0889,92.068146,-28.53427,-6.4769998,-9.698305,-11.093788,-10.925825,-5.3456974,-2.332698,-4.814016,-2.299704,1.1747096,-6.0738087,-2.0653265,-4.4975224,-4.962634,-6.4031916,-2.3525488,-3.7656336,-5.352549,Obama-to-Biden,FAKE
0.3039851,0.10466968,2063.1422149391205,2041.8034299285728,3539.470418294271,0.1120266384548611,-255.66719,93.54359,-15.013398,-7.170304,-12.773872,-6.8962984,-18.245815,-17.344933,-9.980693,-3.4246602,-12.179008,-1.2231188,-10.347917,-2.2457662,-7.1293235,-3.3392804,-9.417958,-3.2273517,-5.786867,-5.4930215,Obama-to-Biden,FAKE
0.34892717,0.056383867,1869.7416777836672,1948.2816715229774,3395.2677408854165,0.09132215711805555,-237.20232,102.45703,-48.231934,-20.834558,-28.662882,-10.738927,-8.287714,-1.797027,-5.676224,-6.554856,-10.877663,-3.1172435,-9.192668,-1.1574744,-8.315106,-8.541495,-9.205001,-5.1487517,-4.9058113,-7.444701,Obama-to-Biden,FAKE
0.5189395,0.016271995,1760.9150248647536,1462.7339114706485,2924.1292317708335,0.10658320674189815,-298.5579,114.14356,-100.63494,-26.248137,-48.18535,-11.382401,-7.6731143,10.287152,2.645064,12.238403,-3.387788,1.3606445,-1.2864685,3.7767882,-4.262514,-0.12786525,-5.0276937,1.5240651,-2.8839743,3.3760233,Obama-to-Biden,FAKE
0.5076346,0.004860953,2387.4235620559425,1867.9250200430045,3983.941650390625,0.15976517288773148,-390.98322,77.348114,-78.35675,4.728611,-10.7275505,1.1289747,-5.2620893,8.4134245,3.089395,3.0126307,-13.409695,-3.9032598,0.4716369,12.868359,4.6232643,1.7648773,-6.2787466,2.5239334,1.6299696,5.766791,Obama-to-Biden,FAKE
0.45288113,0.034563415,2458.6281379581137,2240.4949861221294,4599.6815999348955,0.14638491030092593,-394.1056,69.37745,-26.59811,21.513783,13.353171,-7.824395,-16.26816,-8.53291,-4.321764,-6.891336,-2.977283,1.5918182,-4.415991,0.3827307,-2.7520983,-2.8073359,-4.169375,-3.743519,-0.2733178,-3.807011,Obama-to-Biden,FAKE
0.37344393,0.036945257,2028.4218584139182,2237.3719257945145,3982.2967529296875,0.09501139322916667,-374.9385,95.103424,-5.775479,4.504196,-2.8129787,-4.9570518,-11.516389,-9.793313,-5.5671334,-1.7849112,-9.433465,-5.5354695,-6.201573,0.8633359,-6.8699803,-2.895807,-4.4632607,-4.780585,-4.9463143,-1.2304324,Obama-to-Biden,FAKE
0.5149564,0.010643591,1973.1422421620825,1594.7795844697664,3297.520955403646,0.12414776837384259,-328.85562,98.57943,-98.72626,-21.563265,-37.919365,-2.5686269,2.539117,11.911519,3.5161493,10.323749,-5.387433,0.7616985,-1.3467933,2.0127628,-4.824948,-1.542472,-3.887691,3.7451646,0.29579628,2.7764697,Obama-to-Biden,FAKE
0.39391455,0.041332696,2468.886002803826,2243.659380515962,4531.0943603515625,0.1503567165798611,-365.36862,68.4312,-19.349304,6.4346566,2.1451845,-6.1058803,-6.42024,-4.1793017,-7.3268576,-9.485444,-6.234804,-2.3648183,-7.228019,1.6433951,-0.9779734,-1.436412,-2.6073847,-0.30566746,-2.0662463,-5.9096045,Obama-to-Biden,FAKE
0.36152646,0.0654834,1904.8545240959706,2237.6095026010057,3771.1517333984375,0.0861545138888889,-337.18903,95.48016,2.35047,-5.5551057,-8.782034,-10.424206,-10.985865,-10.919503,-11.801274,-7.5432973,-6.6188197,-0.9845477,-6.774705,-3.0516646,-5.6401806,-5.091174,-6.7434835,-4.7741914,-3.8292048,-4.707627,Obama-to-Biden,FAKE
0.32932296,0.08814183,2026.8742222822393,2110.776623803453,3701.019287109375,0.10614465784143519,-285.57465,92.35296,0.0120000485,-1.6520507,-14.781623,-5.348194,-17.31705,-14.417314,-16.171549,-12.196411,-10.959481,-1.5672066,-11.982579,-1.4854395,-7.394884,-3.4014802,-7.619699,-5.7608123,-5.5019507,-6.3985567,Obama-to-Biden,FAKE
0.50031245,0.015965614,1838.3964356946587,1609.9725307904785,3082.7372233072915,0.1102001048900463,-309.9452,107.96779,-86.31171,-24.691257,-36.353348,-8.571562,-0.12139907,5.7765718,2.3504972,6.120759,-9.221036,-2.6965609,-0.059527643,3.1606953,-4.929007,-3.799351,-0.7150314,2.5700877,-1.9189206,0.7875117,Obama-to-Biden,FAKE
0.5891263,0.0018496535,2845.89362592387,2467.3290329279153,5563.7908935546875,0.17864538122106483,-454.82047,70.77054,-27.04087,23.295547,-5.246424,-2.0766463,-4.1917973,0.98030627,-11.088359,0.42714572,-5.3249826,0.79889286,4.0051656,12.949795,1.7210128,-0.8754426,-3.329581,3.1311154,-6.4397807,-1.6374433,Obama-to-Biden,FAKE
0.40337825,0.06678993,2459.8070379300975,2390.636578892714,4780.271402994792,0.13349745008680555,-350.00137,72.72313,1.1989022,1.2419931,-10.357237,-6.008828,-12.4180765,-9.648767,-7.101853,-4.0683856,-4.964248,-0.32480437,-5.32185,1.3149476,-4.795401,-2.2773683,-4.0248585,-2.5571437,-3.3288138,-3.745306,Obama-to-Biden,FAKE
0.37272406,0.038803894,2318.3273529442286,2361.621997233002,4424.176025390625,0.12015561704282407,-378.7367,84.43052,10.859147,6.4714923,-3.4998424,-1.5665541,-10.407101,-8.372536,-12.470994,-6.8898034,-9.375885,-2.5363328,-7.6320353,-1.8637713,-7.6431007,-3.4059954,-5.8867674,-3.5128846,-3.5450532,-2.4577527,Obama-to-Biden,FAKE
0.38174462,0.022047412,2043.4772070878043,2048.5608019457727,3725.792439778646,0.10835548683449074,-374.343,95.94642,-36.024998,-17.89055,-20.91438,-2.0996876,6.0797076,3.8568163,-0.028036611,4.5071645,-6.128134,-11.076423,-8.057426,0.45390362,-3.6785693,-2.6295736,1.2382767,2.7481153,-1.2208474,-1.4534447,Obama-to-Biden,FAKE
0.52391577,0.020933248,2700.313395327504,2588.811907221561,5514.9424235026045,0.15074553313078703,-419.09644,67.20494,4.6910586,4.593239,2.0983262,-1.4890097,-5.870054,-4.829177,-6.8684125,-3.2640867,-2.997641,-0.27200502,-3.0718076,-0.08186086,-3.435587,-0.39043194,-2.1977556,-2.7967203,-0.6316769,-0.47315925,Obama-to-Biden,FAKE
0.46176535,0.024167966,2603.3968740712658,2556.89491535099,5226.188151041667,0.1469658745659722,-400.1371,84.65174,5.438892,8.079152,-1.4995241,-2.1402555,-7.852411,-4.2950068,-13.591051,-5.4489803,-5.6574864,-1.7609385,-7.742069,-2.5461786,-5.6588645,-2.6844425,-4.873501,-0.7606922,-2.1830635,-0.96393234,Obama-to-Biden,FAKE
0.56150603,0.012157379,2290.3939647525167,2406.218749018053,4760.8815511067705,0.11159487123842593,-470.08774,67.88839,8.982939,1.6627498,1.6614041,3.074625,-4.2744575,-3.312897,-1.9141128,0.76475644,-0.9359226,-0.46867085,-3.460049,-0.4978334,-1.0839806,-1.1080613,-4.0760093,-3.1823978,-1.6263573,-2.5557852,Obama-to-Biden,FAKE
0.36922383,0.045542233,2075.369824534644,2051.2054373644564,3787.800089518229,0.10550717954282407,-285.3529,95.566414,-30.567781,-1.8967353,-20.38331,-11.699863,-8.387473,-2.0847049,-7.6208773,-7.253088,-10.140723,-3.0667338,-7.999187,-3.7769525,-9.746305,-4.3061795,-7.1621594,-1.7809708,-0.70276284,-3.434559,Obama-to-Biden,FAKE
0.5224657,0.014222942,1809.1493193835545,1517.6011459646847,3023.869832356771,0.10979546440972222,-308.6269,109.6692,-98.11354,-25.197966,-47.605988,-14.089004,-6.6650596,12.273503,1.6212313,9.347747,-3.840166,4.5250325,0.850511,4.829123,-5.011722,-0.7391643,-3.841881,1.7643806,-1.7764887,5.2842836,Obama-to-Biden,FAKE
0.48549458,0.008705981,1937.1425013184914,1700.2332916643838,3271.25244140625,0.11687102141203703,-340.3596,107.84589,-80.07487,-18.681572,-34.447845,-8.672107,-11.279768,9.487237,2.52047,7.3021445,-6.5455637,2.1549206,-3.3733282,3.8396099,-2.073538,-0.7030596,-6.5665326,-0.18844259,-4.1926484,2.121446,Obama-to-Biden,FAKE
0.42066762,0.013488807,2147.012821116205,1940.6371420920632,3843.8262939453125,0.12530517578125,-363.72498,96.85301,-53.20168,-7.4630604,-29.659107,-11.359068,-3.276824,3.2438161,1.468045,6.318969,-1.7162513,-1.7260301,-3.9912155,0.051958296,-3.385886,-5.1123233,-3.4546902,3.73986,0.8787593,-2.0650337,Obama-to-Biden,FAKE
0.45757642,0.009290672,1836.0903252540272,1626.880879036154,3122.314453125,0.1068409107349537,-349.30396,110.64404,-83.30113,-20.512203,-41.72211,-15.633901,-8.0474415,12.011146,5.873932,9.349864,-5.1414547,3.4241726,-1.002284,2.9733016,-5.119239,0.89193726,-2.0076275,3.1595118,-0.30545714,3.331539,Obama-to-Biden,FAKE
0.31348798,0.04026082,1983.3219322029836,2006.727841370225,3353.547159830729,0.10577618634259259,-344.95813,93.528206,-24.549068,-10.57584,-11.624477,-3.3984878,-7.9189305,-2.8706894,-8.538479,-7.1169796,-6.6260476,0.8300641,-8.780122,1.0197481,-6.3173656,-3.6423857,-7.0930004,-2.731447,-1.8689336,-5.730166,Obama-to-Biden,FAKE
0.3423266,0.025792228,1993.0207130877254,2119.9045745839035,3784.3109130859375,0.09926124855324074,-376.2929,99.25521,-15.025873,-5.844598,-20.837257,-7.820582,-5.154761,-3.906516,-5.6531887,-0.4719925,-3.7697885,-1.1843473,-4.680054,2.5166118,-6.4538994,-4.951456,-3.515663,-1.904827,-2.9732177,-4.0591655,Obama-to-Biden,FAKE
0.3626751,0.036141474,1854.878155769296,2191.531959980743,3565.4398600260415,0.08373119212962964,-386.9842,100.5523,-5.0948567,-8.526904,-8.294545,-10.651112,-5.540212,-3.500183,-8.713879,-4.450082,-5.2395496,-0.94670653,-4.9296613,0.7724727,-6.053259,-3.5347788,-5.447961,-2.853597,-3.0539644,-4.240763,Obama-to-Biden,FAKE
0.3073706,0.037910867,1844.5591664159376,2320.5973991945775,3696.7325846354165,0.07111273871527778,-396.91226,90.77459,14.046489,9.500207,6.9947457,-6.966999,-13.575195,-12.175501,-10.0476,-6.4062896,-14.169552,-2.2174852,-7.268551,-2.674617,-6.781934,-1.6863711,-5.810815,-3.063771,-3.6420462,-4.3185797,Obama-to-Biden,FAKE
0.3172032,0.023073519,2429.892344156808,2565.3044748305856,5067.7296956380205,0.11522533275462964,-434.13824,81.39813,3.76694,9.017444,3.1383066,-1.4881244,-4.3279257,-0.02026558,-5.6547823,-5.526554,-10.667662,-3.4375067,-5.1389837,0.5510369,-1.1043363,-0.9666379,-4.859018,-3.2177627,-4.707292,-3.2993762,Obama-to-Biden,FAKE
0.32529342,0.058079593,1990.295774064647,2330.4008246759913,4032.441202799479,0.08689823857060185,-365.70334,83.22768,13.364495,17.072409,-1.0007561,-12.205761,-15.137128,-9.281619,-10.446162,-6.972178,-10.425098,-3.064584,-7.72572,-4.669301,-6.3257604,-3.538614,-7.582077,-3.6587026,-5.8541646,-4.7145042,Obama-to-Biden,FAKE
0.35578603,0.0780632,2132.8597240962736,2240.389560913118,4041.911824544271,0.10585304542824074,-296.97482,92.64878,-14.326483,-3.5274963,-12.24974,-11.220101,-11.478004,-7.846045,-7.682381,-6.629364,-14.140037,-4.9098454,-5.8028255,-1.7348107,-5.8533235,-3.902267,-7.211195,-2.2877753,-3.6980867,-2.5681784,Obama-to-Biden,FAKE
0.3759566,0.049469095,2046.4456983781888,2108.2400294279514,3980.5023193359375,0.09844066478587964,-301.67633,93.227295,-36.691048,-10.687611,-26.389637,-18.456625,-9.277706,-1.8420198,-2.4087496,-1.1621009,-3.8506224,-0.9048555,-4.5028253,-0.19757475,-3.6611903,-6.229143,-7.1906614,-1.689344,-3.3676407,-5.0995526,Obama-to-Biden,FAKE
